seq_no,inside_temp,Outside_temp,outside_RH,Radiation_intensity,Rail_Heating,AHU_Cooling,Fan_speed,inlet_vent_position
528,32.3,30.5,83,642,0,-9,769.8,98.7
529,31.6,30.1,85,595.4,0,-9,770,98.7
530,30.6,29.8,86,508.7,0,-9,880,84.6
531,29.7,29.4,86,399.8,0,-9,880,67.9
532,29.1,29.3,88,311.5,0,-9,880,42.3
533,28.9,29.3,87,264.3,0,-9,880,42
534,29,29.4,86,255.2,0,-9,880,51.5
535,29,29.5,87,252.5,0,-9,874.8,56
536,28.9,29.3,87,247.1,0,-9,795,64.6
537,28.1,29,87,195.9,0,-9,769.8,67
538,27.8,28.9,87,159.3,0,-8.75,770,65.2
539,27.5,28.9,87,131.6,0,-8.25,769.5,65.2
540,27.3,28.9,87,116.9,0,-8.25,770,65.2
541,27,28.8,87,93,0,-7.75,770.3,72.7
542,26.7,28.8,86,77.3,0,-7.75,770.3,0
543,26.4,28.7,87,62,0,-6.75,770.3,0
544,26.2,28.6,87,56.4,0,-6.75,770.5,0
545,25.9,28.6,88,50.3,0,-6.75,759,0
546,25.6,28.5,88,43.5,0,-6.75,737,0
547,25.3,28.4,88,34.2,0,-6.25,726,0
548,24.9,28.4,88,24.2,0,-6.25,704,0
549,24.5,28.2,89,16,0,-5.75,682,0
550,24.2,28.1,90,10.5,0,-5.75,671,0
551,23.9,28.1,90,6.4,0,-5.5,649.3,0
552,23.7,27.9,91,3.8,0,-5.25,627,0
553,23.4,27.9,91,2.3,0,-5.25,616.3,0
554,23.2,27.8,92,1.4,0,-5.25,594.3,0
555,23,27.9,90,0.9,0,-5.25,572,0
556,22.9,27.9,90,0.5,0,-4.75,560.8,0
557,22.7,27.8,91,0.3,0,-4.75,539,0
558,22.6,27.7,91,0.2,0,-4.5,517,0
559,22.5,27.7,91,0.1,0,-4.25,506,0
560,22.3,27.7,91,0.1,0,-4.75,484,0
561,22.2,27.6,91,0.1,0,-5,462,0
562,22,27.6,90,0.1,0,-4.5,451,0
563,21.9,27.5,90,0,0,-4.75,429,0
564,21.8,27.4,92,0,0,-4.5,407,0
565,21.7,27.3,92,0,0,-3.75,396.3,0
566,21.6,27.2,92,0,0,-3.75,360.3,0
567,21.5,27.3,91,0,0,-3.75,324.5,0
568,21.4,27.5,91,0,0,-3.75,294.3,0
569,21.4,27.5,91,0,0,-3.75,272.3,0
570,21.3,27.5,91,0,0,-4.25,264.3,0
571,21.3,27.4,91,0,0,-4,264,0
572,21.2,27.5,89,0,0,-4,261.3,0
573,21.1,27.6,88,0,0,-4.25,261.3,0
574,21.1,27.4,89,0,0,-3.75,255.8,0
575,21,27.3,89,0,0,-3.75,253,0
576,20.9,27.4,89,0,0,-3.75,253,0
577,20.8,27.5,90,0,0,-3.75,440,0
578,20.8,27.6,90,0,0,-3.75,250.3,0
579,20.8,27.5,90,0,0,-3.75,247.5,0
580,20.7,27.3,91,0,0,-3.5,242,0
581,20.7,27,92,0,0,-3.5,242,0
582,20.6,26.9,92,0,0,-3.5,242,0
583,20.5,26.9,93,0,0,-3.5,239.3,0
584,20.6,26.8,93,0,0,0,426.3,0
585,21,26.7,94,0,0,0,412.5,0
586,21.4,26.7,94,0,0,0,396,6.6
587,21.7,26.6,95,0,0,0,382.3,11.3
588,22,26.6,95,0,0,0,379.5,18.1
589,22.2,26.6,95,0,0,0,374,19.9
590,22.4,26.6,94,0,0,0,374,0
591,22.5,26.7,94,0,0,0,374,0
592,22.7,26.7,94,0,0,0,374,0
593,22.8,26.7,94,0,0,0,374,0
594,22.9,26.8,93,0,0,0,374,0
595,23,26.8,93,0,0,0,371.3,0
596,23.1,26.7,94,0,0,0,371.3,0
597,23.2,26.7,94,0,0,0,371.3,0
598,23.3,26.8,94,0,0,0,368.5,0
599,23.4,26.8,94,0,0,0,368.5,0
600,23.4,26.8,94,0,0,0,365.8,0
601,23.5,26.9,93,0,0,0,365.8,0
602,23.5,26.9,93,0,0,0,363,0
603,23.6,26.9,93,0,0,0,363,0
604,23.7,26.8,93,0,0,0,363,0
605,23.8,26.9,93,0,0,0,363,0
606,23.8,26.7,94,0,0,0,363,0
607,23.8,26.7,95,0,0,0,360.3,0
608,23.8,26.7,95,0,0,0,360.3,0
609,23.9,26.8,94,0,0.25,0,363,0
610,23.9,26.8,93,0,0.25,0,374,0
611,23.9,27,93,0,0.25,0,388,0
612,24,27,92,0,0.25,0,412.8,0
613,24.1,27,93,0.6,0.25,0,451,0
614,24.2,26.9,93,1.7,0,0,484,57.1
615,24.5,26.9,93,4.9,0,0,517,59.2
616,24.9,27,92,13.2,0,0,550,68.6
617,25.2,27.1,92,18.5,0,0,572,82.2
618,25.4,27,93,21.4,0,0,605,84
619,25.7,27,93,32.3,0,0,628.8,92.4
620,26.2,27.3,93,57.6,0,0,660.3,92.4
621,26.5,27.5,93,70.5,0,0,693,99.9
622,26.8,27.5,92,100.3,0,0,715,99.9
623,26.9,27.7,92,114.3,0,0,748,99.9
624,27.6,28.1,91,156.7,0,0,770,99.9
625,28,28.2,90,188.7,0,0,770,99.9
626,27.4,28,91,153.8,0,0,770,20
627,28.3,28.4,90,185.8,0,0,770,83.9
628,29.2,28.7,89,270.2,0,0,770,18.7
629,28.7,28.1,90,206.5,0,0,770,68.3
630,28.1,27.8,91,166.7,0,0,770,20
631,28.3,27.7,92,146.8,0,0,769.8,83.9
632,27.9,27.8,92,153.3,0,0,770.3,100
633,28.2,28,91,190.5,0,0,770.3,100
634,27.8,27.8,92,173.5,0,0,770,100
635,27.4,27.8,92,137.6,0,0,769.8,100
636,27.2,27.8,92,108.1,0,0,769.8,100
637,27.2,27.9,92,90.4,0,0,770.3,100
638,27.2,28.1,91,89,0,0,770,100
639,28.9,28.6,88,190.2,0,-1.75,781.5,83.9
640,29.2,29,86,309.9,0,-6.75,792,100
641,29.7,29.3,86,431.6,0,-8.5,814,100
642,28,28.7,87,342.9,0,-8,824.8,99.7
643,27.9,28.8,88,318.8,0,-8,847,97
644,27.8,28.7,87,293.1,0,-8,869.3,95.5
645,27.3,28.5,87,252.1,0,-8,880,84.2
646,28.1,28.5,88,289.4,0,-8,880,82.1
647,28.8,28.4,88,417.3,0,-8,880,100
648,28.8,28.8,86,455,0,-8,879.8,97.7
649,29.5,29,81,535.8,0,-8,880.3,100
650,29.9,29,80,594.7,0,-8,880,100
651,28.5,28.6,82,575.1,0,-8,880,99.7
652,29.5,29.7,79,646.2,0,-8,879.8,97.2
653,29.2,29.3,79,686,0,-7.75,880.3,100
654,29.8,29,80,762.2,0,-7.75,880,92.6
655,28.3,28.3,84,629.7,0,-7.75,880,75.6
656,27.7,28.3,84,463.7,0,-7.75,880,71.5
657,27.9,28.6,83,393.1,0,-7.75,880,65
658,28.8,28.8,83,422.9,0,-7.75,879.8,84.5
659,29.6,29.3,82,485.5,0,-7.75,880,93.2
660,29.1,29.4,83,466.8,0,-8.25,879.8,97.8
661,29.6,29.5,84,490.7,0,-8.25,879.8,94.2
662,30.5,29.9,83,562.7,0,-8.25,880.3,98.5
663,30.8,29.9,83,622.5,0,-8.25,879.5,97.6
664,30.7,29.8,83,621.3,0,-8.25,880,97.6
665,29.9,29.6,83,548.7,0,-8.25,880,85.3
666,30.2,29.7,83,529.9,0,-8.25,880.3,83.8
667,29.8,29.5,83,490.9,0,-8.25,880,82.1
668,29.6,29.5,83,453.5,0,-8.25,880,79.2
669,29.3,29.4,83,404.7,0,-8.25,880,68.4
670,29.2,29.4,85,378.7,0,-8.25,880,61.3
671,29.4,29.4,84,383.1,0,-8.25,880,60.2
672,30,29.7,84,427.9,0,-8.25,880,62.3
673,31.9,30,81,600.8,0,-8.75,880,89.3
674,31.6,29.8,83,656.6,0,-8.75,879.8,97.3
675,30.1,29.3,85,564.1,0,-8.5,880.3,77.4
676,29.4,29.1,86,449.4,0,-8.5,880,64.3
677,29,29.1,86,361.3,0,-8.5,880,50.5
678,28.4,28.9,86,291,0,-8.25,880,49.6
679,28,28.9,87,239.5,0,-8.5,880.3,43.1
680,27.9,28.9,86,210.7,0,-8.5,824.8,43.1
681,27.6,28.9,86,189.3,0,-8,759,49.7
682,27.7,28.9,86,186.3,0,-8,761.8,61.7
683,27.5,28.9,86,174.6,0,-8,767.5,61.7
684,27.4,28.8,87,163.6,0,-8,770,71.4
685,27.1,28.7,87,142.1,0,-7.75,770,71.4
686,26.7,28.6,87,114.2,0,-7.75,769.8,0
687,26.2,28.5,87,90.3,0,-7.5,770,0
688,25.9,28.3,87,71.9,0,-7.25,770,0
689,25.4,28.3,87,54.2,0,-7.25,759,0
690,25,28.1,88,38.6,0,-6.75,734.3,0
691,24.7,28,89,27,0,-6.5,714.3,0
692,24.4,28,89,19.7,0,-6,701,0
693,24,27.8,90,13.5,0,-5.75,679.3,0
694,23.7,27.9,90,8.5,0,-5,657.3,0
695,23.5,27.9,90,5.4,0,-5,649,0
696,23.2,27.8,90,3.2,0,-5,627,0
697,23,27.9,89,1.9,0,-5,607.3,0
698,22.9,27.8,89,1.2,0,-5,594,0
699,22.8,27.8,89,0.7,0,-5,572,0
700,22.6,27.8,90,0.4,0,-5,550,0
701,22.5,27.8,90,0.2,0,-4.75,539,0
702,22.3,27.7,90,0.2,0,-4.5,517,0
703,22.2,27.7,90,0.1,0,-4,495,0
704,22.2,27.7,90,0.1,0,-4,484,0
705,22.1,27.6,90,0,0,-4,462.3,0
706,21.9,27.5,91,0,0,-4,440,0
707,21.9,27.6,91,0,0,-3.75,429,0
708,21.8,27.6,92,0,0,-3.75,407,0
709,21.7,27.5,92,0,0,-4.25,396,0
710,21.6,27.6,92,0,0,-4.5,374,0
711,21.5,27.5,92,0,0,-4.25,352,0
712,21.5,27.6,92,0,0,-3.75,336.3,0
713,21.4,27.6,92,0,0,-3.75,330.3,0
714,21.3,27.6,92,0,0,-3.5,330,0
715,21.2,27.4,93,0,0,-3.5,330,0
716,21.2,27.3,93,0,0,-3.5,330,0
717,21.1,27.2,94,0,0,-3.5,330.3,0
718,21,27.2,94,0,0,-3.25,330,0
719,21,27,94,0,0,-3.25,327.5,0
720,20.9,27,94,0,0,-3.25,327.3,0
721,20.8,27,94,0,0,-3.75,440,0
722,20.8,27,94,0,0,-3.75,316.3,0
723,20.7,27,94,0,0,-3.75,308,0
724,20.7,26.9,94,0,0,-3.75,297,0
725,20.6,26.9,94,0,0,-3,286,0
726,20.5,26.8,94,0,0,-3,280.5,0
727,20.5,26.7,94,0,0,-3.5,275,0
728,20.6,26.7,94,0,0,0,440,0
729,21,26.7,94,0,0,0,412.8,0
730,21.4,26.6,94,0,0,0,398.8,6.8
731,21.8,26.6,95,0,0,0,390.5,9.5
732,22.1,26.5,95,0,0,0,396,17.8
733,22.4,26.5,95,0,0,0,399,20
734,22.5,26.7,93,0,0,0,398.8,0
735,22.6,26.8,92,0,0,0,398.8,0
736,22.7,27,91,0,0,0,398.8,0
737,22.9,26.9,91,0,0,0,398.8,0
738,23,27.9,86,0,0,0,398.8,0
739,23,28.1,87,0,0,0,398.8,0
740,23.1,28.3,86,0,0,0,398.8,0
741,23.3,28.4,86,0,0,0,398.8,0
742,23.4,28.3,86,0,0,0,401.5,0
743,23.4,28.3,87,0,0,0,401.5,0
744,23.5,28.3,87,0,0,0,407,0
745,23.6,28.3,87,0,0,0,407,0
746,23.7,28.3,87,0,0,0,407,0
747,23.7,27.8,90,0,0,0,407,0
748,23.8,27.7,91,0,0,0,407,0
749,23.8,27.5,92,0,0,0,407,0
750,23.9,27.6,92,0,0,0,407,0
751,23.9,27.6,92,0,0,0,407,0
752,24,27.6,91,0,0,0,407,0
753,24,27.8,90,0,-0.25,0,407,0
754,24.1,27.8,89,0,0,0,418,0
755,24.1,27.8,89,0,0,0,426.3,0
756,24.2,27.9,89,0,0,0,456.5,0
757,24.2,27.9,90,1,0,0,535.3,0
758,24.5,27.9,89,2.7,0,0,550.3,60
759,24.7,27.8,90,7.5,0,0,572,10
760,25.1,28,88,13.4,0,0,594.3,73.5
761,25.5,28,88,21.1,0,0,620,87.1
762,25.8,28,87,34,0,0,638,89.2
763,26.1,28.1,87,49.7,0,0,667.8,99.7
764,26.2,28.1,87,55.3,0,0,693,99.7
765,26.2,28,87,54.3,0,0,704,99.7
766,26.3,28.1,86,60,0,0,726,99.7
767,26.4,28.1,86,66.9,0,0,748,99.7
768,26.6,28.7,81,77.1,0,0,770,99.7
769,26.7,28.7,81,73.5,0,0,770.3,99.7
770,26.6,29,79,61.7,0,0,770.3,83.9
771,26.6,28.8,81,54.1,0,0,770.3,100
772,26.7,28.8,81,53,0,0,770.3,100
773,26.5,28.6,83,44.6,0,0,769.8,87.2
774,26.1,28.5,84,36.7,0.5,-6.5,770,10
775,25.5,28.7,83,32.6,0.5,-7.5,770.5,52.4
776,25.2,28.5,84,28.6,10,-7,770.3,0
777,25,28.5,85,35.2,0,-7,770,0
778,24.6,28.4,85,39.6,0,-6.25,770.3,0
779,24.6,28.4,84,52.7,0,-6.75,770,0
780,24.5,28.4,85,68.5,0,-6.75,770,0
781,24.4,28.4,85,77.8,0,-6.5,769.8,0
782,24,28.3,86,65.9,0,-6.5,769.8,0
783,23.8,28.5,85,59,0,-6,769.8,0
784,23.7,28.2,87,61,0,-6,792.3,0
785,23.6,28.2,87,65.6,0,-6,814,0
786,23.5,28.2,87,61.9,0,-6,825.3,0
787,23.3,28.1,87,58.4,0,-6,847,0
788,23.6,28.4,86,80.2,0,-6,869,0
789,23.5,28.2,86,77.1,0,-6,880,0
790,23.4,28,89,76.8,0,-6,879.8,0
791,23.6,27.5,92,90.3,0,-5.75,769.8,0
792,23.7,27.2,94,104,0,-5.75,770.3,0
793,23.6,27.3,94,102,0,-5.75,770,0
794,23.5,27.4,94,94.6,0,-5.75,770.3,0
795,23.3,27.7,90,86.5,0,-5.75,770,0
796,23.6,27.7,91,101.7,0,-5.75,770.3,0
797,23.4,27.5,93,90.8,0,-5.75,769.8,0
798,23.1,27.2,94,73.2,0,-5.75,770.5,0
799,23,27.1,95,58.5,0,-3.5,770,0
800,23.3,27,95,60.2,0,-3.75,770.3,0
801,23.6,27,95,65.6,0,-2.25,770.5,0
802,23.8,27.4,91,80.3,0,-4.75,770,0
803,23.8,27.5,91,89.1,0,-6.25,770.3,0
804,23.5,27.2,93,79,0,-5.75,770.3,0
805,23.4,27.3,94,74.9,0,-5.5,770,0
806,23.1,27.3,92,67.2,0,-5.5,770,0
807,23.1,27.6,91,72.2,0,-4.75,769.8,0
808,23.3,27.5,92,85.8,0,-5.25,769.8,0
809,23.3,27.3,93,85.3,0,-5.75,770.3,0
810,23.1,27.2,93,74.2,0,-5.75,770.3,0
811,23,27.2,92,67.5,0,-6,769.8,0
812,23.1,27.5,91,67.1,0,-4.25,770,0
813,23.3,27.5,90,68.2,0,-2.5,769.8,0
814,23.6,27.5,91,80.8,0,-4.75,770.3,0
815,23.4,27.4,91,75.8,0,-5.75,770,0
816,23.3,27.4,91,78.8,0,-6,770,0
817,23,27.4,92,65.7,0,-4.25,770.5,0
818,23,27.2,93,54.7,0,-1.75,770,0
819,23.4,27.3,93,56,0,-1.5,769.5,0
820,23.6,27.3,93,53.7,0,-3.25,770.3,0
821,23.6,27.3,92,59.3,0,-5.25,767.3,0
822,23.4,27.3,93,64.2,0,-5.75,693,0
823,23.3,27.3,92,68.9,0,-6,608,0
824,23.2,27.4,92,71.7,0,-6,528.3,0
825,22.7,27.3,92,53,0,-5.5,475.8,0
826,22.5,27.2,92,38.7,0,-5,473,0
827,22.3,27.1,93,32.1,0,-5,503.3,0
828,22.3,26.9,93,37.8,0,-5,566.5,0
829,22.2,26.9,95,40.3,0,-5,610.5,0
830,22.2,27.2,93,39.6,0,-4.75,657.3,0
831,22.1,27.1,93,36,0,-4.75,698.5,0
832,21.9,27,93,28.2,0,-4.75,726,0
833,21.7,27,94,22.5,0,-5,745.3,0
834,21.6,27.1,94,16.5,0,-4.75,737,0
835,21.4,27,94,11.4,0,-4.75,715,0
836,21.1,26.8,95,7.6,0,-4.75,704,0
837,20.8,26.6,96,4.9,0,-4.75,646.3,0
838,20.7,26.5,96,3,0,-4.5,552.8,0
839,20.5,26.5,96,1.8,0,-4,346.5,0
840,20.4,26.5,96,1.1,0,-4,335.3,0
841,20.4,26.5,96,0.6,0,-4.25,297.3,0
842,20.3,26.5,96,0.4,0,-4.25,286,0
843,20.2,26.5,96,0.2,0,-3.5,277.8,0
844,20.1,26.4,96,0.2,0,-3.5,228.3,0
845,20,26.4,96,0.1,0,-3.75,220,0
846,20,26.3,97,0.1,0,-4.25,220,0
847,19.9,26.3,97,0.1,0,-2.25,330,0
848,20,26.3,97,0,0,-0.25,376.8,0
849,20.4,26.3,97,0,0,-2.25,390.8,0
850,20.4,26.3,97,0,0,-2.75,360.3,0
851,20.4,26.3,97,0,0,-3.25,354.8,0
852,20.2,26.4,97,0,0,-4,310.8,0
853,20.1,26.4,97,0,0,-4.25,305.3,0
854,20,26.4,97,0,0,-3,261.3,0
855,20,26.3,98,0,0,-1.5,316.3,0
856,20.1,26.3,98,0,0,-0.5,405.3,0
857,20.2,26.2,98,0,0,-2.75,401.5,0
858,20.3,26.3,98,0,0,-3.25,349.3,0
859,20.3,26.4,98,0,0,-2.75,349.3,0
860,20.2,26.3,98,0,0,-3.5,346.5,0
861,20,26.2,98,0,0,-3.75,302.5,0
862,20,26.1,99,0,0,0,360.3,0
863,20.2,26.1,99,0,0,-1.75,346.5,0
864,20.2,26.1,99,0,0,-3,352,0
865,20.2,26.1,100,0,0,-2.5,440,0
866,20.2,26,100,0,0,-3.5,346.5,0
867,20.1,26,100,0,0,-3.5,346.8,0
868,20,26.1,100,0,0,0,401.5,0
869,20.1,26.1,100,0,0,-1.75,308,0
870,20.2,26,100,0,0,-2.5,349.3,0
871,20.1,26,100,0,0,-3,349.3,0
872,20.1,26,100,0,0,-3.75,343.8,0
873,20.1,26,100,0,-0.25,-1.25,346.5,0
874,20.2,26,100,0,2.5,-0.25,354.8,0
875,20.4,25.9,100,0,6,-1.5,346.5,0
876,20.7,25.9,100,0,7,-1.25,305.3,0
877,21.1,25.9,100,0,5,-1.5,308,0
878,21.3,25.9,100,0,3.75,-1.75,310.8,0
879,21.4,25.9,100,0,2.5,-2.75,275,0
880,21.3,25.9,100,0,2,-4.25,236.5,0
881,21.2,25.8,100,0,3.5,-4.25,242,0
882,21.2,25.8,100,0,3,-3.25,244.8,0
883,21.2,25.9,100,0,2.5,-4,253,0
884,21.1,25.9,100,0,2.5,-3.25,250.3,0
885,21.1,25.9,100,0,3,-4,253.5,0
886,21.1,25.9,100,0,2.75,-3.75,250.3,0
887,21.1,26,100,0,2.75,-3,250.3,0
888,21.1,26,100,0,2.5,0,224.8,0
889,21.5,25.9,100,0,2.25,0,220,0
890,21.9,25.4,100,0,2.75,0,220,0
891,22.3,25.6,100,0,3,0,275,0
892,22.5,25.6,100,0,3.25,0,220,0
893,22.8,25.8,100,0,3,0,220,0
894,23,25.8,100,0,2.75,0,261.3,0
895,23.3,25.7,100,0,2.75,0,399.5,0
896,23.2,25.6,100,0,2.75,-4.5,399,0
897,22.8,25.6,100,0,2.5,-5,346.5,0
898,22.6,25.6,100,0,2.75,-5.5,316.3,0
899,22.2,25.6,100,0,3,-4.25,277.8,0
900,22.1,25.6,100,0,2.5,-4.25,286,0
901,21.9,25.6,100,0.4,3.25,-3.75,424.8,0
902,21.9,25.6,100,2.1,4.25,-2.25,525.3,0
903,21.9,25.6,100,6.1,3.5,-2.75,572,0
904,22.2,25.6,100,12.9,3.75,-3.5,594.3,0
905,22.5,25.7,100,20.2,3.5,-3.5,616,0
906,22.6,25.8,100,23.4,2.5,-5,637.8,0
907,22.5,25.9,100,22.3,1.75,-4,660.3,0
908,22.5,26,99,21.2,2,-6,682,0
909,22.4,26.2,98,20.9,1.5,-5.25,704,0
910,22.2,26.4,97,21.5,0.75,-5.25,726,0
911,22.1,26.6,96,21.9,2.5,-5.25,748,0
912,22.2,26.7,95,31.3,2.75,-5.25,769.5,0
913,22.3,26.8,95,40.1,1,-5,770.3,0
914,22.6,26.8,95,58.9,0.25,-5.25,770.3,0
915,22.6,26.9,94,63.5,0,-5.25,769.8,0
916,22.4,26.8,94,60.2,3.75,-4.25,770,0
917,22.6,27,94,62.4,5,-5.5,770.3,0
918,22.7,27,94,63.8,1.5,-5.5,770,0
919,22.6,27,94,56.4,1.25,-5.75,770,0
920,22.5,27,94,51.6,1,-5.75,769.5,0
921,22.5,27,94,51.4,1.5,-5.75,769.5,0
922,22.4,27,94,44,2,-5.25,770.3,0
923,22.4,26.9,95,48.2,4.75,-5.25,769.8,0
924,22.4,26.9,95,43.6,3,-5.75,770,0
925,22.5,26.9,96,48.4,1.5,-5.75,769.8,0
926,22.7,26.7,96,57.8,0.75,-5.5,769.8,0
927,22.8,26.6,96,62.9,0.75,-5,770.3,0
928,22.7,26.7,96,62.5,0.25,-4.5,769.8,0
929,22.5,26.6,97,49,0.25,0,770,0
930,22.9,26.5,97,48.9,0.25,-0.5,769.5,0
931,23.4,26.6,96,56.1,0,-4.25,770,0
932,23.3,26.7,96,63,0,-4.75,770,0
933,23.2,26.7,96,66.3,0,-6,770,0
934,23.2,26.7,96,81.6,0,-5.25,770,0
935,23,26.5,96,75.9,0,-5.25,770,0
936,22.9,26.4,95,72.8,0.25,-1,770.3,0
937,23.1,26.3,95,56.1,0.5,-1.75,770.3,0
938,23.5,26.3,96,56,0,-1.5,769.8,0
939,23.5,26.4,95,58.7,0,-4.75,770,0
940,23.3,26.4,94,60,0,-5,770.3,0
941,23,26.4,94,59.6,0.25,-5.5,769.5,0
942,22.9,26.4,93,52.4,0.25,0,770,0
943,23.2,26.3,94,49.7,0.25,-1.5,770.3,0
944,23.5,26.2,94,47.5,0,-4.25,770.3,0
945,23.1,26.2,94,44.6,0,-5,770,0
946,23,26.3,94,46.2,0,-3.75,770.3,0
947,23.1,26.4,93,61.2,0,-5.75,769.5,0
948,23,26.6,93,62,0.5,-1.75,770,0
949,23,26.6,92,52.5,0.5,0.25,770,0
950,23.2,26.8,91,47.3,0,-0.5,770,0
951,23.5,26.9,91,47.7,0,-5.25,770,0
952,23.3,26.9,91,47.4,0,-4.25,770.3,0
953,23,26.8,92,43.6,0.5,-4.25,769.8,0
954,23,26.6,94,39.7,0.5,-0.25,770,0
955,23.2,26.3,95,40,0,-1,770.3,0
956,23.5,26.3,96,41.8,0,-5,770,0
957,23.2,26.3,96,41.4,0,-4.25,770,0
958,22.9,26,97,35.9,0.5,-4.5,770,0
959,22.9,25.9,98,39.3,0,-0.5,770,0
960,23.2,26,98,36.6,0,-0.5,770,0
961,23.3,26.3,96,31.5,0,-2.5,770.3,0
962,23.3,26.6,95,31.4,0,-5.25,770,0
963,22.9,26.6,94,30.2,0,-4.5,770,0
964,22.9,26.7,94,29.5,0,-1.25,769.8,0
965,23,26.7,94,25.1,0,-0.5,770,0
966,23.1,26.7,94,22.8,0,-3.25,725.8,0
967,22.9,26.5,96,23.5,0,-4.75,635.3,0
968,22.7,26.4,97,28.3,0,-4.75,535.8,0
969,22.4,26.4,97,29.5,0,-4.5,451,0
970,22.3,26.5,97,35.2,0,-4.75,314,0
971,22.2,26.4,97,34.5,0,-4.25,319,0
972,22,26.4,97,31.7,0,-4.5,319.3,0
973,21.8,26.4,97,28.6,0,-4.75,321.8,0
974,21.6,26.2,97,25.3,0,-4.75,324.5,0
975,21.5,26.3,97,21.3,0,-4.75,332.8,0
976,21.3,26.3,97,16.1,0,-4.5,335.3,0
977,21.1,26.3,97,12.5,0,-4.5,341,0
978,21,26.3,97,10.1,0,-4.25,349.3,0
979,20.8,26.4,97,7.1,0,-3.75,352,0
980,20.6,26.4,97,4.3,0,-4.25,310.8,0
981,20.4,26.4,97,2.6,0,-4.5,277.8,0
982,20.2,26.4,97,1.5,0,-4,253,0
983,20.1,26.4,97,1,0,-4.25,239.3,0
984,20,26.4,97,0.6,0,-4.25,222.8,0
985,19.9,26.4,97,0.3,0,-3.5,220,0
986,19.8,26.3,97,0.2,0,-0.75,385,0
987,20,26.3,97,0.1,0,-0.75,321.8,0
988,20.2,26.4,97,0.1,0,0,355.3,0
989,20.4,26.4,97,0.1,0,-3.25,360.3,0
990,20.3,26.4,97,0.1,0,-3.75,281,0
991,20.1,26.3,97,0,0,-4.25,267,0
992,19.9,26.4,98,0,0,-3.25,316.3,0
993,19.9,26.4,98,0,0,-2.5,289.8,0
994,20,26.4,98,0,0,-1,322,0
995,20.2,26.3,98,0,0,-1.25,352,0
996,20.2,26.3,98,0,0,-3.25,354.8,0
997,20.1,26.4,99,0,0,-3,318.3,0
998,20.1,26.4,99,0,0,-2.5,319,0
999,20.1,26.4,99,0,0,-3,352.5,0
1000,20.1,26.4,99,0,0,-1.75,398.8,0
1001,20.1,26.4,99,0,0,-1.25,351,0
1002,20.2,26.5,98,0,0,-3.5,349.3,0
1003,20.1,26.5,98,0,0,-3,404.3,0
1004,20.1,26.6,97,0,0,-2.75,304.3,0
1005,20.1,26.7,97,0,0,-2.5,343.8,0
1006,20,26.7,97,0,0,-1.25,374,0
1007,20.1,26.7,97,0,0,-2,363,0
1008,20.1,26.5,97,0,0,-2.25,401.5,0
1009,20.1,26.6,97,0,0,-3,440,0
1010,20.1,26.6,97,0,0,-2,360.3,0
1011,20.1,26.6,97,0,0,-0.5,349,0
1012,20.1,26.6,97,0,0,-1.5,308,0
1013,20.1,26.8,96,0,0,-2.5,308,0
1014,20,26.8,96,0,0,-2.5,343.8,0
1015,20.1,26.7,96,0,0,-1.75,346.5,0
1016,20.2,26.7,96,0,0,0.25,393.3,0
1017,20.2,26.7,96,0,0,-1.25,349.3,0
1018,20.2,26.7,96,0,2.25,-3.5,308,0
1019,20.1,26.8,96,0,8.5,-1.25,308,0
1020,20.6,26.9,95,0,6.75,-1,305.3,0
1021,21,26.9,95,0,4.5,-0.75,302.5,0
1022,21.4,27.1,94,0,3.5,-1,310.8,0
1023,21.5,27.1,94,0.4,3.75,-3.5,277.8,0
1024,21.5,27,94,0.3,3.25,-3,239.3,0
1025,21.5,27,94,0.2,2.25,-5,239.3,0
1026,21.4,27,94,0.1,1.25,-4,236.5,0
1027,21.2,27,94,0.1,1.5,-3.25,244.8,0
1028,21.2,27.1,94,0,2,-3.25,255.8,0
1029,21.2,27.1,94,0,2.25,-3.5,255.8,0
1030,21.1,27.1,94,0,3,-3.5,258.5,0
1031,21.1,27.1,93,0,2.75,-4.25,261.3,0
1032,21.1,27.1,94,0,2.75,-4,258.5,0
1033,21.1,27.1,94,0,2.75,-2.75,266.8,0
1034,21.1,27,94,0,2.75,-3.75,272.3,0
1035,21.1,27,94,0,2.75,-4.5,275,0
1036,21.1,27,94,0,3.25,-3.5,277.8,0
1037,21.1,27,94,0,3.25,-3.75,280.5,0
1038,21.1,27,93,0,3.25,-4.25,272.3,0
1039,21.1,27,93,0,3.25,-3,275,0
1040,21.2,27,94,0,3.25,-3.75,275,0
1041,21.2,27,94,0,3,-4.25,266.8,0
1042,21.2,26.9,94,0,3,-3,263.5,0
1043,21.2,26.8,95,0,3.5,-3.75,258.5,0
1044,21.2,26.8,94,0,4,-3.5,247.5,0
1045,21.3,26.9,94,0,4,-2.5,288.8,0
1046,21.2,26.8,94,0.1,3,-4,490,0
1047,21.2,26.8,94,0.4,3.25,-2.5,572,0
1048,21.5,26.8,93,1.2,3.75,-0.25,594,0
1049,21.9,26.9,93,2.1,3.25,-2.75,616,0
1050,22.1,26.9,93,2.3,3.5,-2.5,638,0
1051,22.2,26.9,93,3.1,3.5,-4.25,660,0
1052,22.1,27,93,4.4,3.75,-3.75,682.3,0
1053,22.3,27,92,6.8,4,-2.5,704,0
1054,22.4,27,92,9.7,3,-5,726.3,0
