seq_no,inside_temp,Outside_temp,outside_RH,Radiation_intensity,Rail_Heating,AHU_Cooling,Fan_speed,inlet_vent_position
1055,22.4,27.1,93,16.9,1,-3.75,748,0
1056,22.6,27.2,93,32.2,1.75,-4.75,770,0
1057,22.8,27.3,93,49.6,1.25,-5.5,770.3,0
1058,22.9,27.4,93,64.6,0.25,-5.25,770.3,0
1059,22.9,27.6,92,76,0,-5.5,770.3,0
1060,23,27.6,92,88.1,0.25,-5.5,770,0
1061,23,27.6,92,89.9,0.25,-5.5,770,0
1062,22.7,27.2,94,70.3,0.5,-5.5,770.3,0
1063,22.5,27.2,94,57.6,0,-5.5,770,0
1064,22.5,26.8,95,63.1,0.25,-5.5,770,0
1065,22.4,26.7,97,60.3,0.25,-5.5,770.3,0
1066,22.1,26,97,45.5,5,-4.75,770.3,0
1067,22.3,25.7,96,35,9.75,-1.75,770.3,0
1068,22.8,26.1,93,30.2,6.25,-1.25,769.8,0
1069,23,26.3,93,28.8,2.5,-3.75,770.3,0
1070,23,26.3,94,33.1,0.25,-6.25,770,0
1071,22.8,26.3,95,35.4,0.25,-6.25,770,0
1072,22.7,26.5,97,43.6,0.5,-5.75,770.5,0
1073,22.4,26.6,97,40.4,0,-4.75,770,0
1074,22.7,26.9,96,39.2,0,-1.5,770.3,0
1075,23.3,27,96,51.2,0.5,-1.75,769.8,0
1076,23.1,27.2,95,50.2,0,-4.75,770,0
1077,22.9,27.1,95,50,0,-4.5,770,0
1078,22.9,26.8,93,55.7,0.5,-5.25,770,0
1079,23,27.3,87,77.5,0,-5.25,770,0
1080,23.2,27.2,88,100.1,0,-3.75,770,0
1081,23.5,27.2,87,130.5,0,-4.25,770,0
1082,24,27.3,89,160.9,0,-5.25,770,0
1083,24.3,26.9,91,186.8,0,-5.75,770,0
1084,24.7,27.3,90,210,0,-6,770,0
1085,24.6,27.7,90,199.4,0,-6,769.8,0
1086,24.3,27.5,91,169.7,0,-6,770.3,0
1087,24.2,27.3,92,154.4,0,-6,770,0
1088,23.9,27.2,93,135.8,0,-5.75,770,0
1089,24.1,27.4,93,146.7,0,-5.75,769.8,0
1090,25.1,27.7,93,210.2,0,-5.75,770.3,0
1091,25.5,27.7,92,243.4,0,-6.25,770.3,0
1092,25.9,27.9,92,265.5,0,-6.75,770,0
1093,26.2,27.9,91,273.1,0,-6.75,769.8,0
1094,26.5,28.1,91,280.1,0,-6.75,770,0
1095,27.1,28.5,90,305.4,0,-7,770,0
1096,27.6,28.5,89,334.3,0,-7.25,770,22.3
1097,28.5,28.7,88,386.2,0,-8.25,770,64.8
1098,29.2,29.2,86,436.6,0,-8.5,770,79.9
1099,28.2,28.9,87,375.9,0,-8.5,770,85.1
1100,27.4,28.8,83,288.1,0,-8.25,770,0
1101,26.9,28.5,83,221.6,0,-8,770.3,0
1102,25.9,27.9,86,156.9,0,-8,770,0
1103,25.5,26.9,92,123.2,0,-7.25,770,0
1104,25.9,27,93,154.8,0,-7,770,0
1105,27.3,27.6,92,257,0,-7.5,769.8,42.6
1106,27.4,28.2,91,273.7,0,-8,770.3,41.9
1107,27.2,28.1,89,261.4,0,-8.25,770.3,48
1108,26.7,27.7,90,219.1,0,-8.25,770.5,32.6
1109,26.3,27.7,90,183.6,0,-8.25,770,0
1110,25.8,27.7,89,151.6,0,-7.25,770,0
1111,25.7,27.9,89,143.7,0,-7.25,770,0
1112,25.6,27.6,91,143.7,0,-7.25,770,0
1113,25.5,27.6,91,143.7,0,-7,770,0
1114,25.2,27.3,92,127.5,0,-6.5,770,0
1115,24.8,27.2,93,107.2,0,-6.25,769.5,0
1116,24.4,27.1,93,88.7,0,-6.25,765.3,0
1117,24.1,27.1,93,75.9,0,-6.25,753.5,0
1118,23.9,27.1,93,68.8,0,-6.25,745.3,0
1119,23.6,27.1,93,63,0,-6.25,739.8,0
1120,23.5,27.1,92,61.1,0,-6,745.5,0
1121,23.3,27.2,92,57.2,0,-6,731.5,0
1122,23.1,27.2,92,50.7,0,-6,712.3,0
1123,22.9,27.1,92,42.1,0,-5.5,687.5,0
1124,22.4,27.1,92,29.4,0,-5.5,605,0
1125,22.1,27.1,92,19.2,0,-5.5,532.8,0
1126,21.8,27.1,92,11.7,0,-5,481.3,0
1127,21.6,27.1,92,7.4,0,-5,440,0
1128,21.4,27,93,4.4,0,-4.5,409.8,0
1129,21.3,27.1,93,2.6,0,-4.5,379.5,0
1130,21.1,27.1,92,1.6,0,-4.5,360.3,0
1131,21,27.1,92,1,0,-4.5,338.3,0
1132,20.9,27.3,92,0.6,0,-4.25,321.8,0
1133,20.9,27.1,92,0.4,0,-4.25,305.3,0
1134,20.8,26.9,93,0.2,0,-3.75,294.3,0
1135,20.7,26.8,94,0.1,0,-4,280.5,0
1136,20.6,26.8,94,0.1,0,-4,266.8,0
1137,20.5,26.9,94,0.1,0,-4,258.5,0
1138,20.4,26.8,94,0,0,-4.5,247.5,0
1139,20.4,26.8,94,0,0,-4.25,239.3,0
1140,20.3,26.7,94,0,0,-3.75,233.8,0
1141,20.2,26.7,95,0,0,-3.25,231,0
1142,20.2,26.5,96,0,0,-2.5,225.5,0
1143,20.1,26.5,96,0,0,-2.75,222.8,0
1144,20.2,26.8,94,0,0,-2.5,254.5,0
1145,20.1,26.9,93,0,0,-2.25,222.8,0
1146,20.1,27,92,0,0,-2.25,222.8,0
1147,20.1,27,92,0,0,-2.25,222.8,0
1148,20.1,27,90,0,0,-2.25,222.8,0
1149,20.1,27.1,89,0,0,-2.25,222.8,0
1150,20,27.2,88,0,0,-2.25,222.8,0
1151,20,27.1,88,0,0,-2.25,222.8,0
1152,20,27,87,0,0,-2.5,220.5,0
1153,20,27.2,86,0,0,-2.5,440,0
1154,19.9,27.1,87,0,0,-2.5,220,0
1155,19.9,27.1,87,0,0,-2.5,220,0
1156,19.9,27.2,87,0,0,-2.25,220,0
1157,19.9,27.3,83,0,0,-2,220,0
1158,19.9,27,84,0,0,-1.5,222.8,0
1159,19.9,27,84,0,0.5,-2,222.8,0
1160,19.9,27,84,0,0.75,-2.25,222.8,0
1161,19.9,26.8,85,0,0.5,-2.25,222.8,0
1162,20,26.7,85,0,6,-2.25,222.8,0
1163,20.2,26.7,86,0,9.5,-2,228.3,0
1164,20.5,26.7,85,0,4.25,-1.5,228.3,0
1165,20.8,26.7,85,0,2,-1.5,228.3,0
1166,20.9,26.7,86,0,2.75,-2,231,0
1167,21.1,26.7,86,0,3.5,-2.5,225.5,0
1168,21.2,26.6,85,0,2.75,-2.5,225.5,0
1169,21.2,26.6,85,0,2.75,-2.5,231,0
1170,21.3,26.1,88,0,2.5,-2.75,242,0
1171,21.3,26,88,0,2.5,-2.75,247.5,0
1172,21.3,26.5,84,0,2.25,-3.5,250.3,0
1173,21.3,26.3,85,0,3,-2.25,253,0
1174,21.3,26.7,84,0,3,-4,258.5,0
1175,21.2,26.3,87,0,2.75,-2.75,258.5,0
1176,21.1,26.3,87,0,2.75,-3,261.3,0
1177,21.1,26,89,0,2.75,-3.75,267,0
1178,21.1,25.9,92,0,2.75,-2.5,272.3,0
1179,21.1,26,90,0,3,-3,275,0
1180,21.1,26.6,86,0,3,-2.75,283.3,0
1181,21.1,26.5,86,0,3.25,-2.25,277.8,0
1182,21.2,26.7,85,0,3,-3,286,0
1183,21.2,26.6,86,0,3,-3.25,286,0
1184,21.2,26.6,85,0,3.5,-2.75,281.5,0
1185,21.3,26.5,86,0,4,-3,291.5,0
1186,21.4,26.6,85,0,3.5,-3.25,288.8,0
1187,21.4,26.8,84,0,4,-3,286,0
1188,21.5,26.6,85,1,4,-2,294.3,0
1189,21.5,26.5,86,3.7,3.5,-3.25,374,0
1190,21.5,26.7,85,11.4,3.25,-3,484,0
1191,21.6,26.8,85,23.4,3.75,-3,572,0
1192,22.1,26.9,85,38.8,3.75,-3.5,594,0
1193,22.5,27,85,60.4,2.75,-4,616,0
1194,22.9,27.1,85,81.3,1.5,-4.75,638,0
1195,23.1,27.4,84,102.9,0.5,-5.25,660,0
1196,23.4,27.6,83,121.8,0,-5.5,682,0
1197,23.8,27.7,83,148.8,0,-5.5,704,0
1198,24.7,27.9,82,201.7,0,-5.5,745.3,0
1199,25,27.9,82,216.3,0,-5.75,767.3,0
1200,25.5,28.2,81,245.4,0,-6.5,769.8,0
1201,26.1,28.5,80,276.2,0,-7.25,770,0
1202,27.1,28.9,79,326.6,0,-7,770,0
1203,26.7,28.6,80,289,0,0,769.8,81.3
1204,27.6,28.8,78,313.3,0,0,770,94.5
1205,28.7,29.2,77,388.8,0,0,770,100
1206,28.4,29.2,77,393.5,0,0,769.8,100
1207,29.1,29.3,77,459.7,0,0,770.5,99
1208,29.1,29.4,74,471.7,0,0,769.8,98.8
1209,29.9,30,73,524.4,0,0,770,98.8
1210,30.7,30.1,71,591.6,0,0,770,97.9
1211,30.7,30.2,73,612.2,0,0,770,97.9
1212,30.8,30.4,73,703.3,0,0,770.3,97.6
1213,30.6,30.4,73,749.2,0,0,770,98.3
1214,30.1,30.2,75,715.1,0,0,770.3,99.1
1215,31.1,30.6,75,818.2,0,0,769.8,100
1216,31.3,30.6,76,871.6,0,0,770,100
1217,31.5,30.2,75,889.3,0,0,770.3,100
1218,31.3,30.4,76,887,0,0,770,100
1219,30.4,30.3,76,789.3,0,0,771,100
1220,31,30.6,74,797.4,0,0,770.3,100
1221,30.1,30.4,74,697.7,0,0,770,100
1222,29.6,30.3,74,619.3,0,0,770,100
1223,30.8,30.9,71,702.3,0,0,769.8,100
1224,31.6,31.8,71,810.4,0,0,769.8,100
1225,32,31.3,72,895.1,0,0,769.8,99.8
1226,31.6,30.8,72,854.2,0,0,770,92
1227,32.5,31.5,70,925,0,0,770.8,93.3
1228,32.6,31.3,69,960.8,0,0,770,97.7
1229,32.5,31.2,70,967.6,0,0,770.3,96.9
1230,32.1,31.1,70,946.6,0,0,879.8,93.4
1231,31.8,31.2,71,867.7,0,0,880,92
1232,31.4,31.1,71,787.3,0,0,879.8,86.7
1233,31.5,31.4,69,762.5,0,0,880,84.7
1234,30.7,30.7,71,640.7,0,0,880,76.6
1235,32,31,70,630.3,0,0,880,77.4
1236,32.3,31.5,71,649.2,0,0,880,92.2
1237,31.2,30.8,71,607.9,0,0,880,92.2
1238,31,30.9,70,569.2,0,0,879.5,73.2
1239,31.5,30.7,71,526.2,0,0,879.8,86.8
1240,31,30.8,73,489.8,0,0,880,81.9
1241,31.4,30.9,72,474.3,0,0,879.8,77.8
1242,31.8,30.5,74,509.1,0,0,880,91.4
1243,31.3,30.5,77,503.6,0,0,880.5,93.2
1244,31.6,30.7,77,495.3,0,0,880,74.9
1245,32.5,30.5,76,577.2,0,0,880,97.2
1246,32.2,30.8,75,569.1,0,0,880,94.5
1247,32.1,30.4,76,572.7,0,0,880,95.6
1248,32.7,30.8,74,630,0,0,880,96
1249,31.4,29.9,77,531.2,0,0,880.3,97
1250,30.9,30,76,455.3,0,0,879.8,75.9
1251,31.3,30,79,407,0,0,879.8,73.8
1252,31.9,30.2,82,425.8,0,0,880.3,82.9
1253,31.8,29.9,82,437.9,0,0,805.8,98
1254,31.6,30.2,81,436.3,0,0,709.5,99.2
1255,31.5,30.8,77,414.8,0,0,646.3,99.2
1256,30.7,29.9,81,381.6,0,-7,770,99.2
1257,29.6,29.1,85,328,0,-7.5,770,99.7
1258,28.9,28.7,86,296.6,0,-8.5,770,99.4
1259,28.7,28.7,86,289.9,0,-8.25,770.3,97.1
1260,28.1,28.6,87,255.1,0,-8.25,770,97.7
1261,27.7,28.6,87,215.6,0,-8.25,769.8,83.2
1262,27.3,28.6,86,176.8,0,-8,770,33.7
1263,27,28.4,87,136.7,0,-7.5,770,0
1264,26.5,28.1,88,106.9,0,-7.75,770,0
1265,26.1,28,89,82.4,0,-7.75,748,0
1266,25.6,27.8,90,61.6,0,-7.75,726,0
1267,25.1,27.7,90,45,0,-6.75,714.8,0
1268,24.7,27.6,90,32.2,0,-6.75,693,0
1269,24.2,27.5,90,20.9,0,-6.75,676.5,0
1270,23.8,27.1,91,12.6,0,-6.5,652,0
1271,23.5,27.1,91,7.9,0,-6.25,632.5,0
1272,23.2,27.3,91,4.7,0,-6.25,613.3,0
1273,23,27.1,91,2.8,0,-5.75,594,0
1274,22.8,27.1,92,1.7,0,-5.25,552.8,0
1275,22.6,27.1,92,1,0,-5.25,514.3,0
1276,22.4,26.9,93,0.6,0,-5.25,478.5,0
1277,22.3,26.9,94,0.4,0,-5,451,0
1278,22.2,26.8,94,0.2,0,-5,423.5,0
1279,22,27,92,0.2,0,-5,398.8,0
1280,21.9,27.1,92,0.1,0,-4.75,382.3,0
1281,21.8,27,92,0.1,0,-4.75,360.3,0
1282,21.7,26.9,92,0.1,0,-4.25,343.8,0
1283,21.6,26.8,92,0,0,-4,325,0
1284,21.5,26.9,91,0,0,-4.5,308,0
1285,21.4,27,91,0,0,-4.25,297,0
1286,21.3,27,91,0,0,-4.5,286,0
1287,21.3,27,90,0,0,-4.5,275,0
1288,21.2,26.9,91,0,0,-3.75,264,0
1289,21.1,27,90,0,0,-3.75,261.3,0
1290,21,27,90,0,0,-3.5,253,0
1291,21,27,92,0,0,-3.75,253,0
1292,20.9,27.1,92,0,0,-3.25,253,0
1293,20.8,27.1,93,0,0,-3.25,250.3,0
1294,20.8,27.2,93,0,0,-3.25,241,0
1295,20.7,27.1,91,0,0,-3.75,242,0
1296,20.6,27,92,0,0,-3.75,242,0
1297,20.5,26.9,92,0,0,-3.75,440,0
1298,20.5,26.9,92,0,0,-3.5,233.8,0
1299,20.4,27,91,0,0,-3.25,233.8,0
1300,20.4,27,90,0,0,-3,233.8,0
1301,20.4,27.3,89,0,0,-2.5,233.8,0
1302,20.4,27.3,89,0,0,-2.5,233.8,0
1303,20.4,27.1,90,0,0,-2.75,233.8,0
1304,20.4,27,90,0,0,-2.5,236.5,0
1305,20.4,26.9,91,0,0,-2.5,233.8,0
1306,20.4,26.9,90,0,0,-2.5,233.8,0
1307,20.4,26.5,93,0,0,-3,233.8,0
1308,20.4,26.4,92,0,-0.25,-3.25,233.8,0
1309,20.4,26.5,93,0,0.5,-2.75,233.8,0
1310,20.4,26.5,94,0,2.5,-1.5,225.5,0
1311,20.6,26.7,94,0,10,-2,220,0
1312,21.1,26.9,94,0,6,-1.5,222.8,0
1313,21.3,27.3,92,0,3.75,-2.5,242.3,0
1314,21.5,27.3,91,0,3.5,-2.75,250.3,0
1315,21.6,27.2,91,0,3.75,-3.25,267,0
1316,21.7,27.2,91,0,3.5,-3.75,275,0
1317,21.7,27.2,91,0,2.25,-4.5,277.8,0
1318,21.5,27.3,90,0,1.75,-4,275,0
1319,21.5,27.5,90,0,2.25,-3.75,275,0
1320,21.5,27.3,93,0,3,-3.5,275,0
1321,21.5,27,94,0,2.75,-4.25,283.3,0
1322,21.5,27,94,0,3.25,-3.75,294.3,0
1323,21.5,26.8,96,0,3,-4,302.5,0
1324,21.5,26.7,95,0,2.75,-4.25,308,0
1325,21.5,26.6,93,0,2.5,-3,302.5,0
1326,21.5,26.5,93,0,2.5,-3.75,310.8,0
1327,21.5,26.7,92,0,2.75,-4.25,308,0
1328,21.5,26.9,90,0,3.25,-3.5,297,0
1329,21.5,26.8,90,0,3.75,-2.5,305.3,0
1330,21.6,26.8,90,0,3.25,-3.75,305.3,0
1331,21.6,26.6,90,0,3,-3.5,286,0
1332,21.6,26.4,91,0.1,3.75,-2.5,277.8,0
1333,21.6,26.4,90,0.8,3.5,-2.25,407,0
1334,21.7,26.4,90,3.6,3,-2.75,497.8,0
1335,21.8,26.4,90,10.9,3,-2.75,572,0
1336,22.1,26.5,90,19.2,3.25,-3,594,0
1337,22.4,26.3,91,27.4,3.25,-3.5,616,0
1338,22.8,26.2,91,52.1,3.25,-4,638,0
1339,23.1,26.4,91,67.1,2.5,-4.5,660,0
1340,23.3,26.6,91,79.6,1,-5.25,682,0
1341,23.1,26.8,90,73.1,0.5,-6,704,0
1342,23.1,27.1,91,75.5,0.25,-5.75,726.3,0
1343,23.3,27.3,91,91.8,0,-5,748,0
1344,23.9,27.5,88,133.8,0,-5,770,0
1345,25.1,28.1,86,204.7,0,-6,770,0
1346,26.4,28.7,84,264.2,0,0,770.3,68.3
1347,27.8,28.9,84,288.6,0,0,770.3,89.2
1348,28.4,29.1,84,312.5,0,-5,303,24.2
1349,29.1,29,86,406.8,0,-6.25,769.8,91.7
1350,28.3,29.3,83,392.9,0,-8,770,52
1351,29,29.2,85,421.1,0,-8.5,770,85.5
1352,28.3,29.1,85,402.2,0,-8.5,769.8,93.7
1353,27.6,29.2,86,344,0,-8.5,770.3,0
1354,27.3,29,87,282.1,0,-8.5,770,0
1355,26.8,28.5,88,226.9,0,-8.5,770.3,0
1356,26.1,27.7,93,165.6,0,-7.5,770,0
1357,25.3,27.3,94,115.9,0,-7.25,769.8,0
1358,24.7,27.1,96,80.8,0,-7,770,0
1359,24.2,27,96,60.1,0,-6.25,770,0
1360,24,26.9,96,51.7,0,-4.25,781,0
1361,23.8,26.8,96,46.3,0,-4.25,803,0
1362,24,26.9,97,59.5,0,-4,825.3,0
1363,24,26.8,96,66.9,0,-4.25,836.5,0
1364,23.9,26.6,97,65.5,0,-4.25,858,0
1365,24,26.7,97,68.3,0,-4.25,880,0
1366,24,26.8,97,75.8,0,-4.25,880,0
1367,24.1,27,97,75.1,0,-4.25,880,0
1368,24,26,96,77.1,0,-4.25,880,0
1369,24.1,25.9,96,88.2,0,-4,879.8,0
1370,24.1,25.8,97,88.6,0,-4,880,0
1371,24.1,25.5,97,91.3,0,-4,880.3,0
1372,24.1,25.5,97,93,0,-4,880,0
1373,24.1,25.4,98,92.3,0,-4,880,0
1374,23.9,25.5,98,80.7,0,-4,880,0
1375,23.6,25.5,98,62.3,0,-3.5,880,0
1376,23.4,25.4,99,46.7,0,-3,880,0
1377,23.3,25.3,99,37.8,0,-3.25,880,0
1378,23.3,25.4,99,31.7,0,-3.25,880,0
1379,23.3,25.4,99,31.6,0,-2.5,880,0
1380,23.4,25.2,99,39.1,0,-2.75,769.8,0
1381,23.5,25.4,99,52.2,0.25,-3.75,770.8,0
1382,23.7,25.3,99,70.8,0.5,-3.25,770.3,0
1383,23.9,25.3,99,88,0.25,-3.25,770,0
1384,24.1,25.4,99,101.1,0.25,-3.75,770.3,0
1385,24.2,25.5,98,107.3,0.25,-3.75,770,0
1386,24,25.4,98,91.6,0.5,-3.75,770,0
1387,23.8,25.2,99,77.3,0.5,-4,769.8,0
1388,23.9,25.2,99,86.3,0.5,-3.75,770,0
1389,24.9,25.4,99,149.9,0,-4.25,770.3,0
1390,25.9,25.7,99,218.3,0,-4.75,770.3,17.6
1391,26,25.9,98,211,0,-4.5,770.5,19.6
1392,26.1,26,97,200.7,0,-4.75,770.3,22.4
1393,26.4,26.2,96,210.2,0,-4.75,769.8,31.4
1394,26.4,26.4,96,197.5,0,-5,770,35.1
1395,26.5,26.9,96,192,0,-6,770,35.1
1396,26.6,26.9,96,188.1,0,-5.5,770,20.3
1397,26.6,27,95,176.6,0,-6.25,769.8,40.6
1398,26.3,27.1,94,155.9,0,-6.5,770.3,21.5
1399,26.1,27.2,94,131.8,0,-5.25,769.8,18.9
1400,25.7,27.2,94,109.6,0,-6,770.3,10.4
1401,25.4,27.1,94,93.4,0,-6.25,769.8,10.4
1402,25.2,27,94,91.2,0,-6.75,770.3,10.4
1403,25,27,94,88.5,0,-7,770,3.3
1404,24.7,26.9,95,81.9,0,-6.5,769.5,0
1405,24.4,26.9,95,76.3,0,-6.5,761.8,0
1406,24.2,26.9,95,73.3,0,-6.5,762,0
1407,24.1,26.9,95,72.7,0,-6.5,770,0
1408,23.9,26.9,95,72.5,0,-6.5,770,0
1409,23.7,27,95,65,0,-6.5,748,0
1410,23.4,27,94,53.9,0,-6.5,723.5,0
1411,23.1,27,95,36.5,0,-6,687.3,0
1412,22.6,27,95,23.2,0,-5.5,616,0
1413,22.3,27,95,14.1,0,-5.25,563.8,0
1414,22,27,95,8.4,0,-5.25,514.3,0
1415,21.8,27,95,5.1,0,-5.25,470.3,0
1416,21.7,27.2,95,3,0,-5,440,0
1417,21.5,27.3,95,1.9,0,-5,407,0
1418,21.4,27.2,95,1.1,0,-4.5,387.8,0
1419,21.3,27.1,95,0.7,0,-4.25,365.8,0
1420,21.2,27.2,95,0.5,0,-4.25,346.5,0
1421,21,27.3,95,0.3,0,-4.25,330,0
1422,21,27.3,94,0.2,0,-3.75,313.5,0
1423,20.9,27.7,92,0.1,0,-3.5,302.5,0
1424,20.9,27.7,92,0.1,0,-3.75,288.8,0
1425,20.8,27.6,93,0,0,-3.75,277.8,0
1426,20.7,27.6,93,0,0,-4,272.3,0
1427,20.7,27.7,93,0,0,-3.75,264,0
1428,20.6,27.8,92,0,0,-3.5,255.8,0
1429,20.6,28,91,0,0,-3.5,250.3,0
1430,20.6,28.1,90,0,0,-3.5,242,0
1431,20.5,28.1,90,0,0,-3.5,239.5,0
1432,20.5,28,90,0,0,-3.5,236.5,0
1433,20.4,28.2,88,0,0,-3.25,236.5,0
1434,20.4,28.2,88,0,0,-3.25,236.5,0
1435,20.4,28.1,89,0,0,-3.25,234.3,0
1436,20.4,27.9,90,0,0,-3,228.3,0
1437,20.3,27.9,90,0,0,-3,228.3,0
1438,20.3,27.8,91,0,0,-3,228.3,0
1439,20.3,27.8,91,0,0,-3.25,228.3,0
1440,20.2,27.8,91,0,0,-3.5,228.3,0
1441,20.2,27.8,91,0,0,-2.5,440,0
1442,20.1,27.6,91,0,0,-2.5,225.5,0
1443,20.1,27.6,91,0,0,-2.75,225.5,0
1444,20.1,27.4,93,0,0,-2.75,225.5,0
1445,20.2,27.4,92,0,0.5,-2.75,228.3,0
1446,20.3,27.3,93,0,0,-3,231,0
1447,20.3,27.3,93,0,0,-3.25,264,0
1448,20.4,27.4,92,0,0,-2.75,264,0
1449,20.4,27.4,92,0,0,-2.75,264,0
1450,20.4,27.4,91,0,0,-2.5,239.3,0
1451,20.5,27.4,91,0,5.5,-2.25,228.3,0
1452,20.8,27.4,91,0,4.75,-1.75,266.8,0
1453,21,27.4,91,0,1.5,-1.75,266.8,0
1454,21.1,27.4,91,0,0.25,-1.75,302.5,0
1455,21.3,27.4,90,0,0.75,-1.75,302.5,0
1456,21.3,27.3,91,0,5.5,-1.75,302.5,0
1457,21.5,27.3,90,0,6,-2,239.3,0
1458,21.6,27.3,90,0,3.75,-2.5,242.3,0
1459,21.8,27.2,91,0,3.75,-3.25,247.5,0
1460,21.9,27.1,91,0,3.25,-2.5,255.8,0
1461,22,27.1,92,0,2.25,-3.5,261.3,0
1462,21.9,27,92,0,1.75,-3.5,266.8,0
1463,21.9,27.1,92,0,2,-3,275,0
1464,21.9,26.9,92,0,2.25,-2.75,275,0
1465,22,26.9,92,0,2.25,-3.5,283.3,0
1466,22,27.1,91,0,2.5,-3.25,291.5,0
1467,22,26.8,93,0,2.75,-3.25,305.3,0
1468,22,26.6,94,0,2.75,-2.75,308,0
1469,22.1,26.6,95,0,2.5,-2.75,305.3,0
1470,22.2,26.5,95,0,2.5,-2.5,316.3,0
1471,22.3,26.7,94,0,2.75,-2.5,321.8,0
1472,22.4,26.8,93,0,3,-2.5,333.5,0
1473,22.5,26.8,93,0,2.75,-2.75,346.5,0
1474,22.6,26.8,93,0,3,-3.25,354.8,0
1475,22.6,26.9,92,0,3,-3,360.3,0
1476,22.8,27.1,92,0.8,3,-3,374,0
1477,22.8,27.1,92,2.7,3.5,-2.5,495,0
1478,22.9,27.1,93,7.3,3.25,-2.75,574.8,0
1479,23,27.1,92,12.2,3.5,-3,621.8,0
1480,23.3,27.2,92,20.2,3,-3,638,0
1481,23.5,27.3,92,26.9,3,-3.25,654.5,0
1482,23.7,27.3,92,32.4,3,-3.25,671,0
1483,23.8,27.3,92,41.4,1,-2.75,685,0
1484,24,27.3,92,50.6,0,-4,701.3,0
1485,24.1,27.4,92,56.4,0.5,-4,719.5,0
1486,24.1,27.3,93,61.3,0,-4,737,0
1487,24.2,27.2,94,62.6,0.25,-3.5,753.5,0
1488,24.3,27.3,94,71,0.5,-4,770.3,0
1489,24.7,27.5,93,100.9,0,-4,770.3,0
1490,26.1,27.8,93,189.5,0,-4,770,3.3
1491,27,28,93,246.6,0,-4.5,770,6.7
1492,26.7,28,92,220,0,-4.5,769.8,13.8
1493,27.4,28.3,91,246.8,0,-3.5,646,27.9
1494,28.5,28.8,89,293.1,0,-4,0,50
1495,28,28.7,90,263.3,0,-5.5,770,75.9
1496,28,28.5,90,246.2,0,-4.75,30.3,47.1
1497,28.3,28.8,89,275.6,0,-5.25,880,85
1498,28.6,29.1,89,317.7,0,-5.5,880,20
1499,30,29.6,87,387.5,0,-4.75,861,80.5
1500,29.7,30,85,433.5,0,-6.25,880,80.5
1501,28.8,29.9,85,386.4,0,-6.25,880,71.8
1502,28.7,29.6,84,328.3,0,-6.25,880,3.6
1503,28.2,29.6,81,262.1,0,-6.25,880,0
1504,28.3,28.9,90,254.6,0,-6.25,880,20
1505,29.1,29.2,89,311.9,0,-6.25,880,20
1506,30.4,29.7,87,402.7,0,-6.5,880,52
1507,29.5,30.2,80,397.3,0,-6.25,880,94.6
1508,28.3,29.5,84,308.8,0,-6.25,880,0
1509,27.9,28,93,242.9,0,-6,880,20
1510,29.6,28.9,91,347.6,0,-6,880.3,73.3
1511,29.1,30,86,362.6,0,-6.25,880,94.6
1512,28.7,29.6,87,301.9,0,-6.25,880.3,2.2
1513,29.1,30,83,311.7,0,-6.25,879.8,42
1514,29.4,30,81,330.9,0,-6.25,879.8,51.3
1515,30,30.5,81,382.9,0,-6.5,879.8,20
1516,29.5,30.2,81,376.3,0,-6.25,880.3,94.6
1517,28.7,29.7,85,315.5,0,-6.25,880,0
1518,29.2,29.1,89,317.5,0,-6.25,880,20
1519,28.9,29.3,88,304.7,0,-6.25,880,84
1520,28.9,29.2,90,278.9,0,-6.25,880,20
1521,28.9,29.3,89,268.4,0,-6.25,880,30.6
1522,28,28.7,90,203.7,0,-6.25,880.3,20
1523,27.5,27.9,94,160.6,0,-6,880,20
1524,27.5,28.3,94,154.6,0,-6,880,41.1
1525,27.2,28,95,131.2,0,-6,880,20
1526,26.7,27.9,95,104.3,0,-5.5,880,0
1527,26.2,27.6,96,78.9,0,-5.25,880,0
1528,26,27.2,96,70.8,0,-4.75,880,0
1529,26.4,27.3,96,106.8,0,-4.75,879.8,12
1530,26.8,27.7,94,147.3,0,-4.75,879.8,19.9
1531,26.9,27.7,93,156.8,0,-5.5,879.8,21.8
1532,26.5,27.2,96,126.3,0,-5.5,880,17.4
1533,26.1,26.9,97,103.5,0,-5.25,880.5,9.6
1534,26,27.1,97,97.8,0,-4.75,880,1.6
1535,26.1,27.2,97,115.6,0,-4.75,880,1.9
1536,26.1,27.4,97,120.2,0,-4.75,880,0
1537,25.9,27.6,97,112.4,0,-4.75,880,0
1538,25.9,27.9,96,110.8,0,-4.75,880,0
1539,26.1,28.2,93,126.3,0,-5,880,0
1540,26.9,29.4,85,186.3,0,-5.25,880,0
1541,27,29.5,84,196.3,0,-6.25,880,0
1542,26.5,29.2,86,163,0,-6.25,880,0
1543,26.1,28.9,90,133.2,0,-6.75,880,5.6
1544,26.1,28.7,89,139.1,0,-6.25,802.3,0
1545,26.4,28.7,91,167,0,-6.75,770,0
1546,26,28.9,89,153.2,0,-7,769.8,0
1547,26,29.2,87,151.5,0,-7,769.8,0
1548,26.1,29.1,88,161.5,0,-7,770.3,0
1549,25.6,28.9,89,135.5,0,-7,769.3,0
1550,25.2,28.9,88,112.7,0,-7,770,0
1551,25,28.9,89,103.1,0,-7,770.3,0
1552,24.6,28.6,92,82.5,0,-6,769.8,0
